"","link","Brand","Model","year","Engine","body_type","Wheelbase","fuel_supply","valves_in_cylinders","Fuel","eco_standart","ABS","front_brakes","rear_brakes","length","width","height","weight","max_width","boot_capacity","engine_kw","engine_hp","torque","cylinders_diameter","fuel_capacity","max_speed","acceleration","fuel_town","fuel_road","fuel_avg","doors","seats","cylinders","gears","tires","wheels"
"1","https://www.car-info.com/en/model/porsche/911/911-vii-991-targa-facelift/4-3-0-at-370-hp-4wd","Porsche","911 VII (991) Targa Facelift","2015  ",2981,"Targa",2450,"Injection ","4","A-98",NA,NA,NA,NA,4499,1852,1288,1288,2000,125,271,363,271,NA,68,287,4.5,NA,NA,NA,"2","2","6","7",NA,NA
"2","https://www.car-info.com/en/model/porsche/911/911-vii-991-targa-facelift/4s-3-0-at-420-hp-4wd","Porsche","911 VII (991) Targa Facelift","2015  ",2981,"Targa",2450,"Injection ","4","A-98",NA,NA,NA,NA,4499,1852,1288,1288,2025,125,308,413,308,NA,68,301,4.2,NA,NA,8100,"2","2","6","7",NA,NA
"3","https://www.car-info.com/en/model/porsche/911/911-vii-991-targa-facelift/4-3-0-mt-370-hp-4wd","Porsche","911 VII (991) Targa Facelift","2015  ",2981,"Targa",2450,"Injection ","4","A-98",NA,NA,NA,NA,4499,1852,1288,1288,2000,125,271,363,271,NA,68,289,4.7,NA,NA,NA,"2","2","6","7",NA,NA
"4","https://www.car-info.com/en/model/porsche/911/911-vii-991-targa-facelift/4s-3-0-mt-420-hp-4wd","Porsche","911 VII (991) Targa Facelift","2015  ",2981,"Targa",2450,"Injection ","4","A-98",NA,NA,NA,NA,4499,1852,1288,1288,2025,125,308,413,308,NA,68,303,4.4,NA,NA,9100,"2","2","6","7",NA,NA
"5","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/carrera-3-0-at-370-hp","Porsche","911 VII (991) Coupe Facelift","2015  ",2981,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1890,145,271,363,271,NA,64,293,4.4,NA,6100,NA,"2","4","6","7","235/40/R19","8,5"
"6","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/carrera-4s-3-0-at-420-hp-4wd","Porsche","911 VII (991) Coupe Facelift","2015  ",2981,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1965,145,308,413,308,NA,64,303,4,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"7","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/carrera-s-3-0-at-420-hp","Porsche","911 VII (991) Coupe Facelift","2015  ",2981,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1915,145,308,413,308,NA,64,306,4.1,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"8","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/carrera-3-0-mt-370-hp","Porsche","911 VII (991) Coupe Facelift","2015  ",2981,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1875,145,271,363,271,NA,64,295,4.6,NA,NA,NA,"2","4","6","7","235/40/R19","8,5"
"9","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/carrera-4s-3-0-mt-420-hp-4wd","Porsche","911 VII (991) Coupe Facelift","2015  ",2981,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1950,145,308,413,308,NA,64,305,4.2,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"10","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/carrera-s-3-0-mt-420-hp","Porsche","911 VII (991) Coupe Facelift","2015  ",2981,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1900,145,308,413,308,NA,64,308,4.3,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"11","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/turbo-3-8-at-540-hp-4wd","Porsche","911 VII (991) Coupe Facelift","2015  ",3800,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,2010,145,396,531,396,NA,64,320,3,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"12","https://www.car-info.com/en/model/porsche/911/911-vii-991-coupe-facelift/turbo-s-3-8-at-580-hp-4wd","Porsche","911 VII (991) Coupe Facelift","2015  ",3800,"Coupe",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1302,1302,1990,145,425,570,425,NA,64,330,2.9,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"13","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/carrera-3-0-at-370-hp-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",2981,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,1940,145,271,363,271,NA,64,290,4.6,NA,NA,NA,"2","4","6","7","235/40/R19","8,5"
"14","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/carrera-4s-3-0-at-420-hp-4wd-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",2981,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,2015,145,308,413,308,NA,64,301,4.2,NA,NA,8100,"2","4","6","7","245/35/R20","8,5"
"15","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/carrera-s-3-0-at-420-hp-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",2981,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,1965,145,308,413,308,NA,64,304,4.3,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"16","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/carrera-3-0-mt-370-hp-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",2981,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,1925,145,271,363,271,NA,64,292,4.8,NA,NA,NA,"2","4","6","7","235/40/R19","8,5"
"17","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/carrera-4s-3-0-mt-420-hp-4wd-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",2981,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,2000,145,308,413,308,NA,64,303,4.4,NA,NA,9100,"2","4","6","7","245/35/R20","8,5"
"18","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/carrera-s-3-0-mt-420-hp-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",2981,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,1950,145,308,413,308,NA,64,306,4.5,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"19","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/turbo-3-8-at-540-hp-4wd-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",3800,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,2065,145,396,531,396,NA,64,320,3.1,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"20","https://www.car-info.com/en/model/porsche/911/911-vii-991-cabrio-facelift/turbo-s-3-8-at-580-hp-4wd-1","Porsche","911 VII (991) Cabrio Facelift","2015  ",3800,"Cabrio",2450,"Injection ","4","A-98","Euro 6",NA,NA,NA,4499,1808,1297,1297,2045,145,425,570,425,NA,64,330,3,NA,NA,NA,"2","4","6","7","245/35/R20","8,5"
"21","https://www.car-info.com/en/model/porsche/911/911-turbo-997/911-turbo-997","Porsche","911 Turbo (997)","2007  ",3600,"Cabrio",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4450,1852,1300,1300,1950,NA,352,472,352,100,67,310,3.9,18.81,9.51,NA,"2","4","6","6",NA,NA
"22","https://www.car-info.com/en/model/porsche/911/911-targa-4s-997/3-8i-355hp","Porsche","911 Targa 4S (997)","2006  ",3824,"Coupe",2350,"Injection ",NA,"A-98",NA,"Yes",NA,NA,4427,1808,1310,1310,1810,NA,260,348,260,NA,64,285,5,NA,NA,11100,NA,NA,NA,NA,"235/40R18ZR",NA
"23","https://www.car-info.com/en/model/porsche/911/911-targa-4s-997/3-8i-385hp","Porsche","911 Targa 4S (997)","2008  ",3797,"Coupe",2350,"Injection ",NA,"A-98",NA,"Yes",NA,NA,4427,1808,1310,1310,1810,NA,319,427,319,NA,64,285,5,NA,NA,11100,NA,NA,NA,NA,"235/40R18ZR",NA
"24","https://www.car-info.com/en/model/porsche/911/911-targa-4-997/3-6i-325hp","Porsche","911 Targa 4 (997)","2006  ",3596,"Coupe",2350,"Injection ",NA,"A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1810,NA,238,319,238,96,64,285,5,NA,NA,11100,NA,NA,NA,NA,"235/40R18ZR",NA
"25","https://www.car-info.com/en/model/porsche/911/911-targa-4-997/3-6i-345hp","Porsche","911 Targa 4 (997)","2008  ",3614,"Coupe",2350,"Injection ",NA,"A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1810,NA,253,339,253,96,64,285,5,NA,NA,11100,NA,NA,NA,NA,"235/40R18ZR",NA
"26","https://www.car-info.com/en/model/porsche/911/911-targa-996/3-6-carrera-320-hp","Porsche","911 Targa (996)","2001  ",3596,"Cabrio",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1770,1305,1305,1845,NA,235,315,235,96,64,285,5.2,16.11,8.11,NA,"2","2","6","6","205/50-255/40",NA
"27","https://www.car-info.com/en/model/porsche/911/911-targa-993/3-6-carrera-286-hp","Porsche","911 Targa (993)","1995  ",3600,"Cabrio",2275,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1740,NA,209,280,209,100,74,275,5.4,NA,NA,11.21,"2","2","6","6","205/50-255/40",NA
"28","https://www.car-info.com/en/model/porsche/911/911-cabrio-997/911-carrera-cabriolet-325-hp","Porsche","911 Cabrio (997)","2006  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1875,NA,238,319,238,96,64,285,5.2,16.41,8.11,NA,"2","4","6","6",NA,NA
"29","https://www.car-info.com/en/model/porsche/911/911-cabrio-997/911-carrera-s-cabriolet-355-hp","Porsche","911 Cabrio (997)","2006  ",3824,"Cabrio",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1310,1310,1885,NA,260,348,260,NA,64,293,4.9,17.31,8.41,NA,"2","4","6","6",NA,NA
"30","https://www.car-info.com/en/model/porsche/911/911-cabrio-997/911-turbo-cabriolet-480-hp","Porsche","911 Cabrio (997)","2007  ",3600,"Cabrio",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1310,1310,2000,NA,352,472,352,100,64,310,4,19.21,9.51,12.91,"2","4","6","6",NA,NA
"31","https://www.car-info.com/en/model/porsche/911/911-cabrio-996/3-4-carrera-300-hp","Porsche","911 Cabrio (996)","1998  ",3387,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1765,1305,1305,1795,NA,220,295,220,96,64,280,5.4,17.21,8.51,NA,"2","2","6","6","205/50-255/40",NA
"32","https://www.car-info.com/en/model/porsche/911/911-cabrio-996/3-4-carrera-4-300-hp","Porsche","911 Cabrio (996)","1998  ",3387,"Cabrio",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1765,1305,1305,1850,NA,220,295,220,96,64,280,5.4,17.41,8.81,NA,"2","2","6","6","205/50-255/40",NA
"33","https://www.car-info.com/en/model/porsche/911/911-cabrio-996/3-6-carrera-320-hp-1","Porsche","911 Cabrio (996)","2000  ",3596,"Cabrio",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1770,1305,1305,1855,NA,235,315,235,96,64,285,5.2,NA,NA,11100,"2","2","6","6","205/50-255/40",NA
"34","https://www.car-info.com/en/model/porsche/911/911-cabrio-996/3-6-carrera-4-320-hp","Porsche","911 Cabrio (996)","2001  ",3596,"Cabrio",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1770,1305,1305,1915,NA,235,315,235,96,64,285,5.2,NA,NA,11.21,"2","2","6","6","205/50-255/40",NA
"35","https://www.car-info.com/en/model/porsche/911/911-cabrio-993/3-6-carrera-272-hp","Porsche","911 Cabrio (993)","1994  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1710,NA,199,267,199,100,74,270,5.6,NA,NA,11.51,"2","2","6","6","205/55-245/45",NA
"36","https://www.car-info.com/en/model/porsche/911/911-cabrio-993/3-6-carrera-286-hp-1","Porsche","911 Cabrio (993)","1995  ",3600,"Cabrio",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1710,NA,209,280,209,100,74,275,5.4,NA,NA,11.21,"2","2","6","6","205/55-245/45",NA
"37","https://www.car-info.com/en/model/porsche/911/911-cabrio-993/3-6-carrera-4-286-hp","Porsche","911 Cabrio (993)","1995  ",3600,"Cabrio",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1760,NA,209,280,209,100,74,275,5.3,NA,NA,11.21,"2","2","6","6","205/55-245/45",NA
"38","https://www.car-info.com/en/model/porsche/911/911-cabrio-991/3-8-carrera-s-cabrio-400hp","Porsche","911 Cabrio (991)","2011  ",3800,"Coupe",2450,"Injection ",NA,"A-98",NA,"Yes",NA,NA,4491,1808,1299,1299,1905,NA,293,393,293,102,64,301,4.7,14.11,7.21,9.71,NA,NA,NA,NA,"245/35",NA
"39","https://www.car-info.com/en/model/porsche/911/911-cabrio-964/3-6-carrera-250-hp","Porsche","911 Cabrio (964)","1989  ",3600,"Coupe",2270,"Injection ","2","A-95",NA,"Yes",NA,NA,4250,1650,1310,NA,NA,NA,183,245,183,100,77,260,5.7,17.11,8.71,9.71,"2","2","6","5","205/50",NA
"40","https://www.car-info.com/en/model/porsche/911/911-cabrio-964/3-6-carrera-4-250-hp","Porsche","911 Cabrio (964)","1989  ",3600,"Cabrio",2270,"Injection ","2","A-95",NA,"Yes",NA,NA,4250,1650,1310,NA,NA,NA,183,245,183,100,77,260,5.7,17.91,8100,9.51,"2","2","6","5","205/50",NA
"41","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-325-hp","Porsche","911 (997)","2004  ",3596,"SUV",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1810,NA,238,319,238,96,64,285,5,NA,NA,11100,"2","2","6","6","235/40R18ZR",NA
"42","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-325-hp-1","Porsche","911 (997)","2005  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1810,NA,238,319,238,96,64,285,5,NA,NA,11100,"2","2","6","6","235/40R18ZR",NA
"43","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-325-hp-tiptronic","Porsche","911 (997)","2004  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1855,NA,238,319,238,96,64,280,5.5,NA,NA,NA,"2","2","6","5","235/40R18ZR",NA
"44","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-345-hp","Porsche","911 (997)","2008  ",3614,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4435,1808,1310,1310,1820,NA,253,339,253,96,64,289,4.9,NA,NA,10.31,"2","2","6","6","235/40R18ZR",NA
"45","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-345-hp-pdk","Porsche","911 (997)","2008  ",3614,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4435,1808,1310,1310,1850,NA,253,339,253,96,64,287,4.7,NA,NA,NA,"2","2","6","7","235/40R18ZR",NA
"46","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-4-325-hp","Porsche","911 (997)","2004  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1852,1310,1310,1865,NA,238,319,238,96,67,280,5.1,NA,NA,11.31,"2","2","6","6","235/40R18ZR",NA
"47","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-4-325-hp-tiptronic","Porsche","911 (997)","2004  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1852,1310,1310,1910,NA,238,319,238,96,67,275,5.6,NA,NA,11.81,"2","2","6","5","235/40R18ZR",NA
"48","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-s-325-hp-tiptronic","Porsche","911 (997)","2004  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4427,1808,1310,1310,1855,NA,238,319,238,96,64,280,5.5,NA,NA,NA,"2","2","6","5","235/40R18ZR",NA
"49","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-4s-355-hp","Porsche","911 (997)","2005  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1900,NA,260,348,260,NA,67,280,5.4,18100,NA,11.91,"2","2","6","5","235/35R19ZR",NA
"50","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-4s-355-hp-pdk","Porsche","911 (997)","2008  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4435,1852,1300,1300,1880,NA,282,378,282,NA,67,295,4.5,NA,7.41,NA,"2","2","6","6","235/35R19ZR","8J"
"51","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-4s-355-hp-tiptronic","Porsche","911 (997)","2005  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1900,NA,260,348,260,NA,67,28,5.3,18100,NA,12.11,"2","2","6","5","235/35R19ZR",NA
"52","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-4s-381-hp","Porsche","911 (997)","2005  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1885,NA,260,348,260,NA,67,296,4.7,18.41,NA,12.41,"2","2","6","6","235/35R19ZR",NA
"53","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-4s-385-hp","Porsche","911 (997)","2008  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4435,1852,1300,1300,1880,NA,282,378,282,NA,67,297,4.7,16.51,7.71,11100,"2","2","6","6","235/35R19ZR","8J"
"54","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-s-355-hp","Porsche","911 (997)","2005  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1865,NA,260,348,260,NA,64,293,4.8,NA,NA,NA,"2","2","6","6","235/35R19ZR",NA
"55","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-s-355-hp-tiptronic","Porsche","911 (997)","2005  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1865,NA,260,348,260,NA,64,285,5.3,NA,NA,NA,"2","2","6","5","235/35R19ZR",NA
"56","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-s-381-hp","Porsche","911 (997)","2006  ",3824,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1930,NA,260,348,260,NA,64,294,5.2,NA,NA,NA,"2","2","6","6","235/35R19ZR",NA
"57","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-gt2-530-hp","Porsche","911 (997)","2007  ",3600,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1900,NA,389,521,389,100,67,329,3.7,18.81,NA,12.51,"2","2","6","6","235/35R19ZR",NA
"58","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-gt3-415-hp","Porsche","911 (997)","2005  ",3600,"Coupe",2350,"Injection ","4","A-98",NA,"Yes",NA,NA,4427,1808,1300,1300,1900,NA,304,407,304,100,67,310,4.3,19.81,NA,12.11,"2","2","6","6","235/35R19ZR",NA
"59","https://www.car-info.com/en/model/porsche/911/911-997/3-8-carrera-gt3-435-hp","Porsche","911 (997)","2009  ",3797,"Coupe",2355,"Injection ","4","A-98",NA,"Yes",NA,NA,4465,1808,1280,1280,1680,NA,319,427,319,NA,67,312,4.1,19.81,NA,12.81,"2","2","6","6","235/35R19ZR",NA
"60","https://www.car-info.com/en/model/porsche/911/911-997/3-6-carrera-4-345-hp-pdk","Porsche","911 (997)","2010  ",3614,"Hatchback",2350,"Injection ",NA,"A-95",NA,"Yes",NA,NA,4427,1852,1310,NA,NA,NA,253,339,253,96,67,284,5,15.91,7.71,10.61,NA,NA,NA,NA,NA,NA
"61","https://www.car-info.com/en/model/porsche/911/911-997/3-6t-gt2-rs-620hp","Porsche","911 (997)","2011  ",3600,"Coupe",2355,"Injection ",NA,"A-95",NA,"Yes",NA,NA,4469,1852,1285,1285,1680,NA,455,610,455,100,90,330,3.5,17.91,8.71,11.91,NA,NA,NA,NA,"245/35",NA
"62","https://www.car-info.com/en/model/porsche/911/911-997/4-0-gt3-rs-500hp","Porsche","911 (997)","2011  ",3996,"Coupe",2355,"Injection ",NA,"A-98",NA,"Yes",NA,NA,4469,1852,1285,1285,1680,NA,367,492,367,NA,67,310,3.9,20.41,9.91,13.81,NA,NA,NA,NA,"245/35",NA
"63","https://www.car-info.com/en/model/porsche/911/911-996/3-4-carrera-300-hp-1","Porsche","911 (996)","1997  ",3387,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1765,1305,1305,1720,NA,220,295,220,96,64,280,5.2,NA,NA,NA,"2","2","6","6","205/50-255/40",NA
"64","https://www.car-info.com/en/model/porsche/911/911-996/3-4-carrera-4-300-hp-1","Porsche","911 (996)","1999  ",3387,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1765,1305,1305,1775,NA,220,295,220,96,64,280,5.2,17.41,8.81,NA,"2","2","6","6","205/50-255/40",NA
"65","https://www.car-info.com/en/model/porsche/911/911-996/3-4-turbo-4-480-hp","Porsche","911 (996)","1997  ",3600,"Coupe",2272,"Injection ","4","A-95",NA,"Yes",NA,NA,4245,1795,1285,1285,1840,NA,352,472,352,100,64,290,4.5,23.51,11.21,NA,"2","2","6","6","225/40-285/35",NA
"66","https://www.car-info.com/en/model/porsche/911/911-996/3-6-carrera-320-hp-2","Porsche","911 (996)","2000  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1500,1305,1305,1790,NA,235,315,235,96,64,285,5,16.11,8.11,11100,"2","2","6","6","205/50-255/40",NA
"67","https://www.car-info.com/en/model/porsche/911/911-996/3-6-carrera-4-320-hp-1","Porsche","911 (996)","2001  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1770,1305,1305,1850,NA,235,315,235,96,64,285,5,16.31,8.31,11.11,"2","2","6","6","205/50-255/40",NA
"68","https://www.car-info.com/en/model/porsche/911/911-996/3-6-carrera-4s-320-hp","Porsche","911 (996)","2001  ",3596,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4435,1830,1295,1295,1870,NA,235,315,235,96,64,280,5.1,16.31,8.51,NA,"2","2","6","6","225/40-295/30",NA
"69","https://www.car-info.com/en/model/porsche/911/911-996/3-6-gt-360-hp","Porsche","911 (996)","1999  ",3600,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4430,1765,1270,1270,1630,NA,264,354,264,100,89,302,4.8,20.11,8.91,NA,"2","2","6","6","225/40-285/30",NA
"70","https://www.car-info.com/en/model/porsche/911/911-996/3-6-gt2-462-hp","Porsche","911 (996)","2000  ",3600,"Coupe",2355,"Injection ","4","A-95",NA,"Yes",NA,NA,4446,1830,1275,1275,1720,NA,339,454,339,100,89,315,4.1,18.91,9.31,12.81,"2","2","6","6","235/40-315/30",NA
"71","https://www.car-info.com/en/model/porsche/911/911-996/3-6-gt3-381-hp","Porsche","911 (996)","2003  ",3600,"Coupe",2355,"Injection ","4","A-95",NA,"Yes",NA,NA,4435,1770,1275,1275,1660,NA,279,374,279,NA,89,306,4.5,20.31,8.81,NA,"2","2","6","6","235/40-295/30",NA
"72","https://www.car-info.com/en/model/porsche/911/911-996/3-6-turbo-4-420-hp","Porsche","911 (996)","2000  ",3600,"Coupe",2350,"Injection ","4","A-95",NA,"Yes",NA,NA,4435,1830,1295,1295,1885,NA,308,413,308,100,64,305,4.2,18.91,9.21,NA,"2","2","6","6","225/40-295/30",NA
"73","https://www.car-info.com/en/model/porsche/911/911-993/3-6-carrera-272-hp-1","Porsche","911 (993)","1993  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1710,NA,199,267,199,100,74,270,5.6,NA,NA,11.51,"2","2","6","6","205/55-245/45",NA
"74","https://www.car-info.com/en/model/porsche/911/911-993/3-6-carrera-285-hp","Porsche","911 (993)","1995  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1710,NA,209,280,209,100,74,275,5.4,NA,NA,11.21,"2","2","6","6","205/55-245/45",NA
"75","https://www.car-info.com/en/model/porsche/911/911-993/3-6-carrera-4-272-hp","Porsche","911 (993)","1994  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1760,NA,199,267,199,100,74,270,5.5,NA,NA,11.41,"2","2","6","6","205/55-245/45",NA
"76","https://www.car-info.com/en/model/porsche/911/911-993/3-6-carrera-4-286-hp-1","Porsche","911 (993)","1995  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1760,NA,209,280,209,100,74,275,5.3,NA,NA,11.21,"2","2","6","6","205/55-245/45",NA
"77","https://www.car-info.com/en/model/porsche/911/911-993/3-6-turbo-4-408-hp","Porsche","911 (993)","1995  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1795,1285,1285,1840,NA,299,401,299,100,74,290,4.5,NA,NA,13.21,"2","2","6","6","225/40-285/30",NA
"78","https://www.car-info.com/en/model/porsche/911/911-993/3-6-turbo-gt2-430-hp","Porsche","911 (993)","1995  ",3600,"Coupe",2272,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1855,1270,1270,1840,NA,315,422,315,100,92,295,4.4,NA,NA,NA,"2","2","6","6","235/40-285/35",NA
"79","https://www.car-info.com/en/model/porsche/911/911-993/3-8-carrera-4-286-hp","Porsche","911 (993)","1995  ",3600,"Coupe",2275,"Injection ","2","A-95",NA,"Yes",NA,NA,4245,1735,1300,1300,1760,NA,209,280,209,100,74,275,5.3,NA,NA,11.31,"2","2","6","6","205/55-245/45",NA
